RiskNoX Antivirus Scan Report
========================================
Scan Path: C:\Users
Started: 2025-09-27 15:17:19.386320
Completed: 2025-09-27 15:38:11.182716
Duration: 1251.8 seconds
Files Scanned: 146734
Threats Found: 2461

THREATS DETECTED:
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\oauth2tests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\oauth2tests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\oauthtests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\oauthtests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\sha1tests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\oauth\tests\sha1tests.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\compat\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\compat\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.module.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.module.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.umd.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\preact\test-utils\dist\testUtils.umd.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\pretty-format\plugins\ReactTestComponent.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\pretty-format\plugins\ReactTestComponent.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\proxy-from-env\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\proxy-from-env\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\randombytes\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\randombytes\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\cjs\react-dom-test-utils.production.min.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\cjs\react-dom-test-utils.production.min.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\umd\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\umd\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\umd\react-dom-test-utils.production.min.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\react-dom\umd\react-dom-test-utils.production.min.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\requires-port\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\requires-port\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\strnum\strnum.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\strnum\strnum.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\victory-vendor\lib-vendor\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\victory-vendor\lib-vendor\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\victory-vendor\lib-vendor\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\no-code-backtester\whop-nextjs-app-template\node_modules\victory-vendor\lib-vendor\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart-charsets.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart-charsets.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart-stream-pause.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart-stream-pause.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-multipart.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-urlencoded.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test-types-urlencoded.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\busboy\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\caniuse-lite\data\features\date-tolocaledatestring.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\caniuse-lite\data\features\date-tolocaledatestring.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\caniuse-lite\data\features\testfeat.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\caniuse-lite\data\features\testfeat.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToHours.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToHours.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToMilliseconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToMilliseconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToSeconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\minutesToSeconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToHours.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToHours.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToMilliseconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToMilliseconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToSeconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\fp\minutesToSeconds.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\_lib\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\date-fns\_lib\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\dom-helpers\cjs\hyphenateStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\dom-helpers\cjs\hyphenateStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\dom-helpers\esm\hyphenateStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\dom-helpers\esm\hyphenateStyle.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\fastq\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\fastq\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube-2.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube-2.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube-diagonal.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube-diagonal.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tube.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tubes.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\test-tubes.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\worm.js: Worm.Win32.Generic
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\lucide-react\dist\esm\icons\worm.js: Worm.Win32.Generic
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\cli\next-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\cli\next-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticAccess.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\@babel\runtime\helpers\esm\classCheckPrivateStaticFieldDescriptor.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\cross-spawn\index.js: Script.Destructive.Suspicious
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\unstable_testing.react-server.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\unstable_testing.react-server.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\compiled\react-dom-experimental\cjs\react-dom-unstable_testing.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\diagnostics\build-diagnostics.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\diagnostics\build-diagnostics.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\experimental\testing\server\config-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\experimental\testing\server\config-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\experimental\testing\server\middleware-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\experimental\testing\server\middleware-testing-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\telemetry\post-telemetry-payload.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\telemetry\post-telemetry-payload.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\trace\trace.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\trace\trace.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\trace\report\index.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\next\dist\trace\report\index.test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\test-utils.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\cjs\react-dom-test-utils.development.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\react-dom\cjs\react-dom-test-utils.production.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\reusify\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\reusify\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\streamsearch\test\test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\styled-jsx\babel-test.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\victory-vendor\lib-vendor\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\victory-vendor\lib-vendor\d3-array\src\greatest.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\victory-vendor\lib-vendor\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\victory-vendor\lib-vendor\d3-array\src\greatestIndex.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\yaml\dist\test-events.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Desktop\tradecrafter\node_modules\yaml\dist\test-events.js: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\C-Sharp\classify-text\articles\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\C-Sharp\classify-text\articles\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\C-Sharp\classify-text\articles\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\C-Sharp\classify-text\articles\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\Python\classify-text\articles\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\Python\classify-text\articles\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\Python\classify-text\articles\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\04-text-classification\Python\classify-text\articles\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\C-Sharp\custom-entities\ads\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\C-Sharp\custom-entities\ads\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\C-Sharp\custom-entities\ads\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\C-Sharp\custom-entities\ads\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\Python\custom-entities\ads\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\Python\custom-entities\ads\test1.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\Python\custom-entities\ads\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-language\Labfiles\05-custom-entity-recognition\Python\custom-entities\ads\test2.txt: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\02-ai-services-security\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\02-ai-services-security\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\03-monitor-ai-services\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\03-monitor-ai-services\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\04-use-a-container\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\azure resourse\mslearn-ai-services\Labfiles\04-use-a-container\rest-test.cmd: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\shortcuts\CEH\CEH v10 Module 07 - Malware Threats.pdf: Trojan.Generic.Malware
C:\Users\ANANDHU\OneDrive\Documents\shortcuts\CEH\CEH v10 Module 07 - Malware Threats.pdf: Trojan.Generic.Malware
C:\Users\ANANDHU\OneDrive\Documents\test\test.zip: Test.Virus.Signature
C:\Users\ANANDHU\OneDrive\Documents\test\test.zip: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\@eslint\eslintrc\lib\config-array\override-tester.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\@eslint\eslintrc\lib\config-array\override-tester.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\@typescript-eslint\utils\dist\ts-eslint\RuleTester.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\@typescript-eslint\utils\dist\ts-eslint\RuleTester.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\array-includes\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\array-includes\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\array.prototype.findlast\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\array.prototype.findlast\test\tests.js: Test.Virus.Signature
C:\Users\ANANDHU\strategy-builder\node_modules\array.prototype.findlastindex\test\tests.js: Test.Virus.Signature
